Comment,Label
 *hugs* why?,Neutral
"@ my sisters crying my eyes out, hubby called from Iraq, spoke for n2 minutes heard popping sounds in the background and call dropped.",Negative
"my house is so sad looking without all of the furniture, air mattressing it for 2 nights and then I`m officially moved from Knoxville.",Negative
Uh-oh...it`s becoming grey again out here. I hope it`s not one of those 'pop-up showers' on the way.,Negative
 girl you know beauty has a price,Neutral
my gawwddd ! 6 headshotss inna row? im on fyaaahhh!,Negative
It`s officially the start and the end of my summer. Oh summer school,Neutral
 oh mann... Me likey that!! But sadly I`m not bein auctioned on #twpp tonight,Negative
Ill catch you at the very last second,Neutral
Ugh. My feet feel like they`re going to fall off.,Negative
Going to bed...going back to Korea tomorrow,Neutral
 Hell yes. I`m too late.,Negative
 Perhaps they see it as the twitter version of pulling someone`s pigtails? Let me know if that works out for you.,Negative
I`m doing an advert 4 the Make-A-Wish foundation & I can`t find photos of kids looking close to death... that`s a good thing for the kids,Neutral
" Hi Isla! I hope it does, too.",Positive
Only 5mins till my baby`s back from work,Neutral
need some Pizza...can`t get out of office,Neutral
Bollywood fims & egyptian tea,Neutral
"I am having serious cig craving... head for kitchen, let the non smoker weight gain begin",Neutral
is seriously heartbroken!!!,Negative
Sticks and stones may break my bones...but words will hurt forever.,Negative
Up and at`m   getting ready for work,Neutral
" Hey Kevin! Yeah, this one`s gonna be a toughie for sure - not much sleep. Oh well, only 8 hours to go",Negative
Oh no!!!!! It`s raining on our Sea World parade  http://yfrog.com/0wvnpj,Negative
I`m loving Please Don`t Leave Me by Pink!,Neutral
 thanks for the answer  I had been wondering the whole week,Positive
back time.  I wish I was a teenager again. I wish I could feel healthy again. I can`t remember what it`s like to feel healthy anymore.,Negative
 me too! i wish it would just say who has unfollowed,Positive
@_NyLana_ An! Happy Mother`s Day!,Positive
Phase 2 was a success. Self discovery is vital. Phase 3 is only mins away. Cool & Classy baby! Shout out 2 'D' yeah mane!,Positive
_preet haha one of the many reasons I love you,Positive
 Always welcome sweetie! *HUGS*,Positive
"Last day of the TV up-fronts w/ our colleagues from Sydney, Paris, London...",Neutral
"_tweets I wish I could be there to give you the biggest hug right now. I`m so sorry, I can`t imagine how painful it must be",Neutral
 a bit too early for me and wanting to have nice lunch too... have a good time,Positive
 Is It The Bit Where Hollie Started Crying?,Neutral
"Finally home after a night of dinner and drinking with friends.  Going to sleep now, hoping the bed doesn`t spin too much.",Positive
wow heather,Positive
Time for school  i`m feelin good.. 5 AM jogs do good. ~aloha,Positive
 then stop staying out all night,Neutral
  i jus listened 2 `not okay` it`s nice i lik it.. I`ve been thinkin abt thomas throughout e whole song..  luv ya,Positive
 I am soooo disapoointed I couldn`t make it  I will be there next time! Glad it was productive.,Neutral
Just joined Twitter hehe,Neutral
"_dubbs curse you, igloo dwellers!!",Negative
 Hahahahahahahaha hope so.. I hope you`ll like it,Positive
_Lee I loveee and missss my annie!!,Neutral
Oh my ex / room mate is moving out today,Neutral
is awake.  Still feeling sick.     But I got the blog done at least. http://plurk.com/p/x17t9,Positive
Take me with u eric,Neutral
Today felt so much more crazy than it was!!  I digg the new addition to the family! there pretty cool,Positive
random night of fun  now im chillin at home.. happy mothers day!,Positive
  i agree with  come to canberra! we are the raddest!,Positive
 Skinny dipping with work colleagues?!  Maybe not.  I`d never live it down with this lot!,Negative
 finished listening to Last Days of Krypton`s audio book! Loved it...so sad though...,Neutral
 A rare treat b/c we`re rarely ap and at `em that early!  But we may make opening bell at the PDX Farmers Mkt a new goal.,Positive
Dying to get my hands on the Diagnosis Murder DVD boxset but those pesky kids at Amazon still won`t deliver to Zimbabwe,Negative
"Thank you all new, first time Japa Dog customers! Twitter spreads the word! We like new customers",Positive
" - I read that as follows: 'I`m a what?! What`d I do? Yes, she is rather simple. I miss you dicks too...   '",Neutral
"New chic just texted me saying 'Thanks for the e-mail' but didn`t answer to my question, might need to look for newer chic now",Neutral
_Fur_Laxis It makes me feel physically sick. I read Let The Right One In and was only horrified by the cat violence.  Just horrible,Negative
" Good Grief! I can`t say much, I was driving home from Martin through IKE last fall. Be interesting to hear what he says!",Neutral
storming outside,Neutral
 as a proper journo I would have to agree with you 100%!,Positive
Just finished watching Star Trek in IMAX. . . Could`ve watched it all night. . . Live long and prosper,Positive
 Yeah I`ve noticed  I miss Spender. But you were closer to him. How are you holding up?,Negative
My mom just came home and she FINALLY got me a guitar strap! yay!,Positive
Early Mother`s Day dinner with the  family,Neutral
" I don`t feel too bad, but not sure to what I should attribute that. Could be cold & flu meds; nap; alcohol; or getting better...",Neutral
" hahah, you own lab.hr  I own lab.ba, seems that we think in similar ways",Positive
 this picture made me cry  lol http://www.twitpic.com/671w1,Negative
 Hooray!,Positive
"Just hit the 3000 word mark for his Geography Notes, and I`m not even doing it for GCSE? Mean while I`ve done a page of history",Neutral
It`s a bad start to the day when you`re sweating your butt off before 0930 at the range,Negative
Hey every1! Do yesterday was my prom and it was the best. I wanna go back in time :] Ima miss every  new picks up soon myspace.com/risound,Neutral
What happened with her??? Why is she being so wierd all of a sudden???,Negative
"Heading to the office through a very quiet Stockholm, at least its not sunny",Neutral
ano pa bang aasahan ko sa iyo? you never fail to FAIL me.,Negative
Off tha internet now Txt it,Neutral
**** I failed in my assassination attempt on Louis  re: http://ff.im/3mrIM,Negative
" i think there`s something wrong with the video, it only loads the first 40-ish seconds",Negative
"No phone call yett... Hrmm. Maybe a call from my end is in order?  I`ll wait a bit longer, Prom nights are often `spuratic` moments.",Negative
Im hungry and its cold,Neutral
 learn two-headed boy by nutreal milk hotel,Neutral
"i`m sorry i`m neglecting you, twitter.",Negative
"Sitting in an almost empty dorm, waiting for jordan to come to take some last things and say good bye. He graduates tomorrow.",Neutral
_SRod Shouldn`t you know your National Holidays?,Neutral
is wanting someone to spend her summer evening with whilst she`s in such a nice relaxed mood !,Positive
"Hour til lunch, can`t wait. Ima go to Mcd`s",Neutral
How the **** do 2833 songs fill an iPod that is supposed to hold 4000?,Negative
 I missed them at Red Rocks.  Sad couple of days.,Negative
is not ready for school yet!!!  http://plurk.com/p/wy69d,Neutral
"jfc, it needs to be the 23rd. i will have been graduated, and i ended up getting AWESOME hook-ups for FTSK and Rocket. so excited!",Neutral
On page 214 of 320 of Betrayed by P.C. Cast. really starting to enjoy this series,Positive
there`s something about this area that makes my tonsils swell up everyday. i don`t get it..  i feel slightly miserable. #FF done 4 now!!,Negative
Just watched hella home movies with my aunt and uncle. I miss the days where our whole family got along,Negative
Signing off for the night. Watching 'The Reader' and I`m sure I`ll snooze off at some point. Good night all,Neutral
" I`d be soo honoured if u cld chk out my beats, perhaps sm advice on wat I nd to do 2 improve da overall sound of my music",Positive
Ohh i forgot to tell you last night that when i was a alton towers i touched a shark  it was amazing !!!! it was nt a massive one tho,Positive
its weird how thinking about may 2nd totally changed my crappy mood to happiness...i miss  so much,Positive
"Dislocating your thumb= more painful than dislocating your toe. I was reminded of this today (thankfully, by my toe). Still feels weird",Negative
Driving home to trade cars  hopefully it makes it! http://myloc.me/21SL,Positive
 Catt i TOTALLY love your default picture! You seem like such a fun mom!,Positive
"Friday Night Magic last night, I lost so bad  I suck at draft",Neutral
Remmber time crisis ? Try it on the #iPhone,Neutral
 Yeah  The entire time I was all *swoon* b/c of his eyes..... *swoons thinking about it*,Negative
"Have been writing since 6pm & I only have 300 words. Can`t help but edit as I write. Stop it, self! Oh, I`ve also been researching too.",Neutral
 i didnt know u guys have acc in fb hee,Neutral
"Yeah, that didn`t last long..",Neutral
_Kid May the 4th be with you,Neutral
"Hernia is hurting way more than usual tonight, no way I`m able to go out!",Negative
I sometimes feel like the only person in the world without an iphone,Neutral
how sad was Hollyoaks,Negative
Just Another Mobile Monday is back online. There`s two days I`ll never get back.     http://tinyurl.com/ra48ye (via ),Neutral
"thelma & louise, Good movie.",Positive
 check this out: http://tinyurl.com/d44lra,Neutral
"_iscool I have a 320GB drive in my MB, with 6GB free... and 1.5TB external storage permanently connected when at home",Neutral
 yeah do you feel anything at all? I remembered I was looking at loopt on his phone and that **** was coughin all over that,Negative
 WHAT`S UP MY HOMIEEEEEEEEEEE ???? I MISS YOU LIVE LAST NIGHT  I HOPE YOUR ON TONIGHT . I WILL HIT YOU UP CUTIE,Neutral
 ya. i was suffering the whole day yesterday. met dentist and feel a bit better. i still look like rocky balboa though,Neutral
 Picture or it never happened.,Neutral
"sorry  I misspelled twice already. Im notgiving you up, just have to run  ? http://blip.fm/~5jjxr",Negative
   But he`s so adorable.,Positive
Ok NOW I can hit the hay. Thank you,Positive
_carter The video is set to private,Neutral
" I talked to Kat, that is crappy",Negative
